Date,Description,Category,Debit,Credit
2026-04-12,Daily Store Sales,Sales,0,574.89
2026-04-13,Daily Store Sales,Sales,0,432.17
2026-04-14,Daily Store Sales,Sales,0,391.26
2026-04-15,Daily Store Sales,Sales,0,403.76
2026-04-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-04-16,Daily Store Sales,Sales,0,321.88
2026-04-17,Daily Store Sales,Sales,0,306.64
2026-04-18,Daily Store Sales,Sales,0,461.62
2026-04-19,Daily Store Sales,Sales,0,691.61
2026-04-20,Daily Store Sales,Sales,0,621.95
2026-04-21,Daily Store Sales,Sales,0,375.51
2026-04-22,Daily Store Sales,Sales,0,564.84
2026-04-23,Daily Store Sales,Sales,0,424.53
2026-04-24,Daily Store Sales,Sales,0,638.38
2026-04-25,Daily Store Sales,Sales,0,549.82
2026-04-26,Daily Store Sales,Sales,0,578.62
2026-04-27,Daily Store Sales,Sales,0,559.34
2026-04-28,Daily Store Sales,Sales,0,496.85
2026-04-29,Daily Store Sales,Sales,0,516.48
2026-04-30,Daily Store Sales,Sales,0,534.95
2026-05-01,Daily Store Sales,Sales,0,352.85
2026-05-01,Office Rent,Rent,12000,0.0
2026-05-01,SaaS Subscriptions,Software,1500,0.0
2026-05-02,Daily Store Sales,Sales,0,605.12
2026-05-03,Daily Store Sales,Sales,0,470.64
2026-05-04,Daily Store Sales,Sales,0,572.54
2026-05-05,Daily Store Sales,Sales,0,149.37
2026-05-06,Daily Store Sales,Sales,0,643.02
2026-05-07,Daily Store Sales,Sales,0,154.0
2026-05-08,Daily Store Sales,Sales,0,384.63
2026-05-09,Daily Store Sales,Sales,0,542.36
2026-05-10,Daily Store Sales,Sales,0,622.3
2026-05-11,Daily Store Sales,Sales,0,577.45
2026-05-12,Daily Store Sales,Sales,0,714.67
2026-05-13,Daily Store Sales,Sales,0,506.54
2026-05-14,Daily Store Sales,Sales,0,494.64
2026-05-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-05-15,Daily Store Sales,Sales,0,575.99
2026-05-16,Daily Store Sales,Sales,0,553.75
2026-05-17,Daily Store Sales,Sales,0,468.69
2026-05-18,Daily Store Sales,Sales,0,723.32
2026-05-19,Daily Store Sales,Sales,0,390.97
2026-05-20,Daily Store Sales,Sales,0,299.14
2026-05-21,Daily Store Sales,Sales,0,490.1
2026-05-22,Daily Store Sales,Sales,0,714.25
2026-05-23,Daily Store Sales,Sales,0,476.08
2026-05-24,Daily Store Sales,Sales,0,476.53
2026-05-25,Daily Store Sales,Sales,0,356.38
2026-05-26,Daily Store Sales,Sales,0,657.93
2026-05-27,Daily Store Sales,Sales,0,628.65
2026-05-28,Daily Store Sales,Sales,0,295.58
2026-05-29,Daily Store Sales,Sales,0,439.61
2026-05-30,Daily Store Sales,Sales,0,377.5
2026-05-31,Daily Store Sales,Sales,0,614.57
2026-06-01,Daily Store Sales,Sales,0,305.73
2026-06-01,Office Rent,Rent,12000,0.0
2026-06-01,SaaS Subscriptions,Software,1500,0.0
2026-06-02,Daily Store Sales,Sales,0,546.23
2026-06-03,Daily Store Sales,Sales,0,472.27
2026-06-04,Daily Store Sales,Sales,0,655.82
2026-06-05,Daily Store Sales,Sales,0,427.15
2026-06-06,Daily Store Sales,Sales,0,650.19
2026-06-07,Daily Store Sales,Sales,0,524.76
2026-06-08,Daily Store Sales,Sales,0,421.21
2026-06-09,Daily Store Sales,Sales,0,438.74
2026-06-10,Daily Store Sales,Sales,0,440.97
2026-06-11,Daily Store Sales,Sales,0,476.62
2026-06-12,Daily Store Sales,Sales,0,593.33
2026-06-13,Daily Store Sales,Sales,0,669.3
2026-06-14,Daily Store Sales,Sales,0,424.34
2026-06-15,Daily Store Sales,Sales,0,376.36
2026-06-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-06-16,Daily Store Sales,Sales,0,588.99
2026-06-17,Daily Store Sales,Sales,0,521.52
2026-06-18,Daily Store Sales,Sales,0,416.2
2026-06-19,Daily Store Sales,Sales,0,542.53
2026-06-20,Daily Store Sales,Sales,0,479.61
2026-06-21,Daily Store Sales,Sales,0,597.31
2026-06-22,Daily Store Sales,Sales,0,523.36
2026-06-23,Daily Store Sales,Sales,0,526.81
2026-06-24,Daily Store Sales,Sales,0,412.2
2026-06-25,Daily Store Sales,Sales,0,352.59
2026-06-26,Daily Store Sales,Sales,0,483.37
2026-06-27,Daily Store Sales,Sales,0,565.13
2026-06-28,Daily Store Sales,Sales,0,446.65
2026-06-29,Daily Store Sales,Sales,0,432.35
2026-06-30,Daily Store Sales,Sales,0,402.13
