Date,Description,Category,Debit,Credit
2026-02-25,Daily Store Sales,Sales,0,420.15
2026-02-26,Daily Store Sales,Sales,0,520.19
2026-02-27,Daily Store Sales,Sales,0,611.67
2026-02-28,Daily Store Sales,Sales,0,472.22
2026-03-01,Daily Store Sales,Sales,0,465.04
2026-03-01,Office Rent,Rent,12000,0.0
2026-03-01,SaaS Subscriptions,Software,1500,0.0
2026-03-02,Daily Store Sales,Sales,0,488.11
2026-03-03,Daily Store Sales,Sales,0,483.0
2026-03-04,Daily Store Sales,Sales,0,542.46
2026-03-05,Daily Store Sales,Sales,0,512.88
2026-03-06,Daily Store Sales,Sales,0,655.4
2026-03-07,Daily Store Sales,Sales,0,458.54
2026-03-08,Daily Store Sales,Sales,0,476.08
2026-03-09,Daily Store Sales,Sales,0,513.17
2026-03-10,Daily Store Sales,Sales,0,519.8
2026-03-11,Daily Store Sales,Sales,0,406.53
2026-03-12,Daily Store Sales,Sales,0,356.91
2026-03-13,Daily Store Sales,Sales,0,577.66
2026-03-14,Daily Store Sales,Sales,0,473.91
2026-03-15,Daily Store Sales,Sales,0,756.91
2026-03-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-03-16,Daily Store Sales,Sales,0,547.55
2026-03-17,Daily Store Sales,Sales,0,413.77
2026-03-18,Daily Store Sales,Sales,0,637.41
2026-03-19,Daily Store Sales,Sales,0,351.73
2026-03-20,Daily Store Sales,Sales,0,532.93
2026-03-21,Daily Store Sales,Sales,0,443.2
2026-03-22,Daily Store Sales,Sales,0,502.5
2026-03-23,Daily Store Sales,Sales,0,451.11
2026-03-24,Daily Store Sales,Sales,0,477.17
2026-03-25,Daily Store Sales,Sales,0,653.09
2026-03-26,Daily Store Sales,Sales,0,529.56
2026-03-27,Daily Store Sales,Sales,0,448.9
2026-03-28,Daily Store Sales,Sales,0,378.37
2026-03-29,Daily Store Sales,Sales,0,155.92
2026-03-30,Daily Store Sales,Sales,0,582.76
2026-03-31,Daily Store Sales,Sales,0,466.86
2026-04-01,SaaS Subscriptions,Software,1500,0.0
2026-04-01,Daily Store Sales,Sales,0,369.55
2026-04-01,Office Rent,Rent,12000,0.0
2026-04-02,Daily Store Sales,Sales,0,578.79
2026-04-03,Daily Store Sales,Sales,0,426.68
2026-04-04,Daily Store Sales,Sales,0,499.42
2026-04-05,Daily Store Sales,Sales,0,596.14
2026-04-06,Daily Store Sales,Sales,0,480.12
2026-04-07,Daily Store Sales,Sales,0,507.04
2026-04-08,Daily Store Sales,Sales,0,449.93
2026-04-09,Daily Store Sales,Sales,0,434.63
2026-04-10,Daily Store Sales,Sales,0,426.2
2026-04-11,Daily Store Sales,Sales,0,628.37
2026-04-12,Daily Store Sales,Sales,0,525.03
2026-04-13,Daily Store Sales,Sales,0,514.6
2026-04-14,Daily Store Sales,Sales,0,544.12
2026-04-15,Daily Store Sales,Sales,0,550.88
2026-04-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-04-16,Daily Store Sales,Sales,0,619.95
2026-04-17,Daily Store Sales,Sales,0,569.98
2026-04-18,Daily Store Sales,Sales,0,460.3
2026-04-19,Daily Store Sales,Sales,0,478.02
2026-04-20,Daily Store Sales,Sales,0,455.44
2026-04-21,Daily Store Sales,Sales,0,416.81
2026-04-22,Daily Store Sales,Sales,0,558.09
2026-04-23,Daily Store Sales,Sales,0,663.81
2026-04-24,Daily Store Sales,Sales,0,526.46
2026-04-25,Daily Store Sales,Sales,0,394.08
2026-04-26,Daily Store Sales,Sales,0,422.09
2026-04-27,Daily Store Sales,Sales,0,674.55
2026-04-28,Daily Store Sales,Sales,0,325.89
2026-04-29,Daily Store Sales,Sales,0,600.31
2026-04-30,Daily Store Sales,Sales,0,388.49
2026-05-01,Daily Store Sales,Sales,0,548.59
2026-05-01,Office Rent,Rent,12000,0.0
2026-05-01,SaaS Subscriptions,Software,1500,0.0
2026-05-02,Daily Store Sales,Sales,0,413.92
2026-05-03,Daily Store Sales,Sales,0,478.12
2026-05-04,Daily Store Sales,Sales,0,521.09
2026-05-05,Daily Store Sales,Sales,0,404.86
2026-05-06,Daily Store Sales,Sales,0,592.2
2026-05-07,Daily Store Sales,Sales,0,596.76
2026-05-08,Daily Store Sales,Sales,0,476.2
2026-05-09,Daily Store Sales,Sales,0,504.72
2026-05-10,Daily Store Sales,Sales,0,622.58
2026-05-11,Daily Store Sales,Sales,0,530.34
2026-05-12,Daily Store Sales,Sales,0,585.56
2026-05-13,Daily Store Sales,Sales,0,527.51
2026-05-14,Daily Store Sales,Sales,0,367.21
2026-05-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-05-15,Daily Store Sales,Sales,0,448.4
2026-05-16,Daily Store Sales,Sales,0,557.0
2026-05-17,Daily Store Sales,Sales,0,524.32
2026-05-18,Daily Store Sales,Sales,0,526.16
2026-05-19,Daily Store Sales,Sales,0,533.88
2026-05-20,Daily Store Sales,Sales,0,376.57
2026-05-21,Daily Store Sales,Sales,0,544.68
2026-05-22,Daily Store Sales,Sales,0,543.28
2026-05-23,Daily Store Sales,Sales,0,626.58
2026-05-24,Daily Store Sales,Sales,0,388.55
2026-05-25,Daily Store Sales,Sales,0,311.17
2026-05-26,Daily Store Sales,Sales,0,524.68
2026-05-27,Daily Store Sales,Sales,0,545.94
2026-05-28,Daily Store Sales,Sales,0,404.48
2026-05-29,Daily Store Sales,Sales,0,557.78
2026-05-30,Daily Store Sales,Sales,0,513.78
2026-05-31,Daily Store Sales,Sales,0,499.66
2026-06-01,Daily Store Sales,Sales,0,364.89
2026-06-01,Office Rent,Rent,12000,0.0
2026-06-01,SaaS Subscriptions,Software,1500,0.0
2026-06-02,Daily Store Sales,Sales,0,380.9
2026-06-03,Daily Store Sales,Sales,0,545.31
2026-06-04,Daily Store Sales,Sales,0,501.61
2026-06-05,Daily Store Sales,Sales,0,498.06
2026-06-06,Daily Store Sales,Sales,0,548.0
2026-06-07,Daily Store Sales,Sales,0,641.83
2026-06-08,Daily Store Sales,Sales,0,389.26
2026-06-09,Daily Store Sales,Sales,0,484.84
2026-06-10,Daily Store Sales,Sales,0,364.08
2026-06-11,Daily Store Sales,Sales,0,365.8
2026-06-12,Daily Store Sales,Sales,0,555.72
2026-06-13,Daily Store Sales,Sales,0,614.57
2026-06-14,Daily Store Sales,Sales,0,502.47
2026-06-15,Daily Store Sales,Sales,0,469.96
2026-06-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-06-16,Daily Store Sales,Sales,0,353.29
2026-06-17,Daily Store Sales,Sales,0,616.7
2026-06-18,Daily Store Sales,Sales,0,601.49
2026-06-19,Daily Store Sales,Sales,0,367.25
2026-06-20,Daily Store Sales,Sales,0,299.07
2026-06-21,Daily Store Sales,Sales,0,483.92
2026-06-22,Daily Store Sales,Sales,0,611.84
2026-06-23,Daily Store Sales,Sales,0,576.54
2026-06-24,Daily Store Sales,Sales,0,478.62
2026-06-25,Daily Store Sales,Sales,0,603.42
2026-06-26,Daily Store Sales,Sales,0,444.38
2026-06-27,Daily Store Sales,Sales,0,611.84
2026-06-28,Daily Store Sales,Sales,0,657.64
2026-06-29,Daily Store Sales,Sales,0,505.56
2026-06-30,Daily Store Sales,Sales,0,436.81
