Date,Description,Category,Debit,Credit
2026-04-30,Daily Store Sales,Sales,0,393.04
2026-05-01,Daily Store Sales,Sales,0,451.7
2026-05-01,Office Rent,Rent,12000,0.0
2026-05-01,SaaS Subscriptions,Software,1500,0.0
2026-05-02,Daily Store Sales,Sales,0,398.34
2026-05-03,Daily Store Sales,Sales,0,455.19
2026-05-04,Daily Store Sales,Sales,0,367.02
2026-05-05,Daily Store Sales,Sales,0,199.61
2026-05-06,Daily Store Sales,Sales,0,391.97
2026-05-07,Daily Store Sales,Sales,0,303.21
2026-05-08,Daily Store Sales,Sales,0,122.64
2026-05-09,Daily Store Sales,Sales,0,366.87
2026-05-10,Daily Store Sales,Sales,0,398.06
2026-05-11,Daily Store Sales,Sales,0,284.25
2026-05-12,Daily Store Sales,Sales,0,193.48
2026-05-13,Daily Store Sales,Sales,0,359.37
2026-05-14,Daily Store Sales,Sales,0,324.77
2026-05-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-05-15,Daily Store Sales,Sales,0,209.22
2026-05-16,Daily Store Sales,Sales,0,313.78
2026-05-17,Daily Store Sales,Sales,0,339.69
2026-05-18,Daily Store Sales,Sales,0,264.32
2026-05-19,Daily Store Sales,Sales,0,77.09
2026-05-20,Daily Store Sales,Sales,0,256.89
2026-05-21,Daily Store Sales,Sales,0,213.25
2026-05-22,Daily Store Sales,Sales,0,338.06
2026-05-23,Daily Store Sales,Sales,0,288.43
2026-05-24,Daily Store Sales,Sales,0,6.06
2026-05-25,Daily Store Sales,Sales,0,352.83
2026-05-26,Daily Store Sales,Sales,0,421.77
2026-05-27,Daily Store Sales,Sales,0,488.76
2026-05-28,Daily Store Sales,Sales,0,403.96
2026-05-29,Daily Store Sales,Sales,0,259.03
2026-05-30,Daily Store Sales,Sales,0,317.36
2026-05-31,Daily Store Sales,Sales,0,381.97
2026-06-01,Daily Store Sales,Sales,0,315.16
2026-06-01,Office Rent,Rent,12000,0.0
2026-06-01,SaaS Subscriptions,Software,1500,0.0
2026-06-02,Daily Store Sales,Sales,0,376.98
2026-06-03,Daily Store Sales,Sales,0,208.03
2026-06-04,Daily Store Sales,Sales,0,326.86
2026-06-05,Daily Store Sales,Sales,0,398.52
2026-06-06,Daily Store Sales,Sales,0,144.49
2026-06-07,Daily Store Sales,Sales,0,400.12
2026-06-08,Daily Store Sales,Sales,0,306.01
2026-06-09,Daily Store Sales,Sales,0,350.59
2026-06-10,Daily Store Sales,Sales,0,259.57
2026-06-11,Daily Store Sales,Sales,0,314.35
2026-06-12,Daily Store Sales,Sales,0,292.22
2026-06-13,Daily Store Sales,Sales,0,421.03
2026-06-14,Daily Store Sales,Sales,0,324.19
2026-06-15,Daily Store Sales,Sales,0,354.66
2026-06-15,Project Milestone Payment,Consulting Fee,0,15000.0
2026-06-16,Daily Store Sales,Sales,0,450.38
2026-06-17,Daily Store Sales,Sales,0,262.7
2026-06-18,Daily Store Sales,Sales,0,228.75
2026-06-19,Daily Store Sales,Sales,0,122.8
2026-06-20,Daily Store Sales,Sales,0,189.31
2026-06-21,Daily Store Sales,Sales,0,298.76
2026-06-22,Daily Store Sales,Sales,0,284.57
2026-06-23,Daily Store Sales,Sales,0,317.83
2026-06-24,Daily Store Sales,Sales,0,221.5
2026-06-25,Daily Store Sales,Sales,0,311.62
2026-06-26,Daily Store Sales,Sales,0,304.07
2026-06-27,Daily Store Sales,Sales,0,123.55
2026-06-28,Daily Store Sales,Sales,0,366.36
2026-06-29,Daily Store Sales,Sales,0,238.4
2026-06-30,Daily Store Sales,Sales,0,139.86
